theta,int,idk
8.500000,0.00472,0.00000
8.510000,0.00472,0.00000
8.520000,0.00472,0.00000
8.530000,0.00472,0.00000
8.540000,0.00472,0.00000
8.550000,0.00472,0.00000
8.560000,0.00472,0.00000
8.570000,0.00472,0.00000
8.580000,0.00473,0.00000
8.590000,0.00473,0.00000
8.600000,0.00473,0.00000
8.610000,0.00473,0.00000
8.620000,0.00473,0.00000
8.630000,0.00473,0.00000
8.640000,0.00473,0.00000
8.650000,0.00473,0.00000
8.660000,0.00474,0.00000
8.670000,0.00474,0.00000
8.680000,0.00474,0.00000
8.690000,0.00474,0.00000
8.700000,0.00474,0.00000
8.710000,0.00475,0.00000
8.720000,0.00475,0.00000
8.730000,0.00475,0.00000
8.740000,0.00475,0.00000
8.750000,0.00476,0.00000
8.760000,0.00476,0.00000
8.770000,0.00476,0.00000
8.780000,0.00477,0.00000
8.790000,0.00477,0.00000
8.800000,0.00477,0.00000
8.810000,0.00478,0.00000
8.820000,0.00478,0.00000
8.830000,0.00478,0.00000
8.840000,0.00479,0.00000
8.850000,0.00479,0.00000
8.860000,0.00479,0.00000
8.870000,0.00480,0.00000
8.880000,0.00480,0.00000
8.890000,0.00481,0.00000
8.900000,0.00481,0.00000
8.910000,0.00482,0.00000
8.920000,0.00482,0.00000
8.930000,0.00483,0.00000
8.940000,0.00483,0.00000
8.950000,0.00484,0.00000
8.960000,0.00484,0.00000
8.970000,0.00485,0.00000
8.980000,0.00485,0.00000
8.990000,0.00486,0.00000
9.000000,0.00487,0.00000
9.010000,0.00487,0.00000
9.020000,0.00488,0.00000
9.030000,0.00488,0.00000
9.040000,0.00489,0.00000
9.050000,0.00490,0.00000
9.060000,0.00490,0.00000
9.070000,0.00491,0.00000
9.080000,0.00492,0.00000
9.090000,0.00493,0.00000
9.100000,0.00494,0.00000
9.110000,0.00494,0.00000
9.120000,0.00495,0.00000
9.130000,0.00496,0.00000
9.140000,0.00497,0.00000
9.150000,0.00498,0.00000
9.160000,0.00499,0.00000
9.170000,0.00500,0.00000
9.180000,0.00501,0.00000
9.190000,0.00501,0.00000
9.200000,0.00502,0.00000
9.210000,0.00504,0.00000
9.220000,0.00505,0.00000
9.230000,0.00506,0.00000
9.240000,0.00507,0.00000
9.250000,0.00508,0.00000
9.260000,0.00509,0.00000
9.270000,0.00510,0.00000
9.280000,0.00511,0.00000
9.290000,0.00513,0.00000
9.300000,0.00514,0.00000
9.310000,0.00515,0.00000
9.320000,0.00516,0.00000
9.330000,0.00518,0.00000
9.340000,0.00519,0.00000
9.350000,0.00521,0.00000
9.360000,0.00522,0.00000
9.370000,0.00523,0.00000
9.380000,0.00525,0.00000
9.390000,0.00527,0.00000
9.400000,0.00528,0.00000
9.410000,0.00530,0.00000
9.420000,0.00531,0.00000
9.430000,0.00533,0.00000
9.440000,0.00535,0.00000
9.450000,0.00537,0.00000
9.460000,0.00538,0.00000
9.470000,0.00540,0.00000
